metascore,userscore,genre
88,73,sports
90,77,misc
88,70,adventure
87,76,simulation
86,79,adventure
56,59,fighting
72,50,sports
90,81,simulation
81,73,puzzle
83,78,misc
86,81,simulation
84,79,shooter
86,78,shooter
81,51,sports
80,62,misc
68,64,racing
41,34,role-playing
82,83,adventure
80,79,role-playing
86,81,sports
83,84,strategy
67,35,role-playing
64,78,puzzle
54,62,fighting
74,76,strategy
69,74,racing
80,76,puzzle
61,50,platform
81,72,misc
59,56,platform
72,76,racing
70,41,puzzle
66,41,puzzle
73,53,sports
82,78,platform
75,67,action
83,73,racing
75,76,strategy
71,77,shooter
69,61,platform
84,64,sports
79,60,puzzle
70,58,misc
81,71,simulation
70,63,role-playing
53,45,racing
66,61,sports
85,74,platform
80,73,puzzle
79,75,fighting
78,77,adventure
82,72,sports
82,70,strategy
80,71,platform
81,83,role-playing
71,70,racing
73,67,misc
67,64,fighting
73,75,fighting
56,52,platform
73,76,racing
44,62,racing
70,60,role-playing
74,78,simulation
46,42,action
59,65,misc
61,65,misc
53,72,shooter
68,73,shooter
72,64,puzzle
54,77,simulation
43,46,misc
81,80,sports
81,85,shooter
84,76,fighting
84,76,shooter
78,73,simulation
80,81,role-playing
73,77,role-playing
77,70,shooter
74,76,sports
72,72,platform
76,70,action
68,74,racing
88,61,racing
82,60,strategy
78,65,shooter
84,62,misc
79,44,adventure
84,42,role-playing
85,54,simulation
83,72,fighting
79,75,simulation
74,67,racing
72,76,role-playing
36,29,racing
78,79,sports
78,83,puzzle
64,73,action
83,81,shooter
81,81,strategy
88,73,puzzle
83,69,puzzle
81,80,simulation
42,43,racing
38,45,shooter
39,47,simulation
66,68,role-playing
86,60,adventure
62,68,racing
65,43,shooter
65,36,action
69,73,role-playing
86,64,puzzle
68,72,adventure
87,63,misc
47,57,sports
71,68,role-playing
69,65,shooter
66,66,role-playing
52,52,strategy
79,74,misc
84,79,adventure
83,73,puzzle
84,59,strategy
84,69,racing
79,67,sports
79,57,sports
75,73,strategy
71,71,platform
70,72,misc
81,67,platform
77,52,shooter
75,44,adventure
75,38,misc
84,70,fighting
82,73,action
82,86,misc
77,66,platform
72,42,racing
69,22,simulation
79,71,platform
79,72,role-playing
76,74,misc
75,63,simulation
36,52,platform
87,90,strategy
90,88,puzzle
69,60,role-playing
68,48,racing
54,38,fighting
49,45,simulation
48,40,racing
72,71,role-playing
47,60,misc
86,82,fighting
79,79,sports
29,28,sports
58,67,shooter
82,80,strategy
77,78,adventure
76,81,puzzle
89,83,racing
83,73,strategy
76,81,strategy
85,86,puzzle
85,84,racing
75,76,puzzle
74,76,strategy
60,70,racing
55,56,strategy
67,65,strategy
65,63,shooter
67,59,role-playing
58,77,action
79,78,adventure
78,71,role-playing
77,74,misc
78,78,strategy
72,75,misc
77,75,shooter
70,78,fighting
73,66,shooter
67,68,shooter
65,69,action
55,53,fighting
44,38,action
75,74,misc
84,83,fighting
80,77,simulation
76,70,racing
88,79,adventure
68,71,sports
54,60,action
69,77,racing
67,70,puzzle
70,73,shooter
71,70,adventure
82,62,shooter
76,83,misc
70,74,fighting
78,81,platform
66,60,puzzle
60,46,racing
51,47,strategy
59,48,adventure
74,74,misc
70,72,platform
75,75,racing
60,68,role-playing
82,76,platform
53,68,strategy
80,73,fighting
84,75,role-playing
74,75,action
87,76,platform
87,79,adventure
83,66,racing
71,72,shooter
88,79,misc
74,60,simulation
70,71,fighting
78,80,action
74,74,fighting
73,60,simulation
51,81,adventure
49,62,puzzle
63,49,sports
45,54,role-playing
74,75,action
68,80,adventure
54,44,action
78,79,action
72,77,fighting
70,72,platform
70,71,fighting
77,82,puzzle
77,74,action
74,76,platform
75,71,shooter
74,69,adventure
73,74,misc
80,80,misc
67,70,simulation
20,17,racing
75,77,fighting
68,67,shooter
75,70,strategy
66,58,simulation
56,65,fighting
45,55,role-playing
89,82,fighting
87,81,strategy
86,76,simulation
88,73,action
80,72,fighting
67,59,shooter
46,75,fighting
40,54,sports
67,48,platform
64,33,strategy
63,68,simulation
93,83,strategy
91,83,adventure
87,86,role-playing
91,82,misc
68,72,adventure
74,86,platform
78,87,shooter
90,76,racing
89,75,sports
61,31,racing
62,66,racing
82,79,action
82,69,simulation
69,66,sports
70,67,puzzle
75,53,role-playing
55,67,shooter
49,62,simulation
75,73,adventure
80,77,platform
69,72,adventure
48,56,puzzle
61,45,sports
69,65,sports
75,60,adventure
77,79,platform
71,76,fighting
52,65,role-playing
74,77,role-playing
62,55,action
63,43,fighting
52,43,puzzle
58,21,platform
67,63,racing
75,77,role-playing
64,63,fighting
57,74,simulation
62,65,adventure
71,70,strategy
81,64,strategy
79,79,sports
78,68,shooter
44,49,sports
61,72,platform
65,63,adventure
79,68,action
79,64,shooter
73,57,role-playing
72,70,role-playing
74,71,fighting
92,84,shooter
65,69,misc
61,64,racing
61,55,platform
60,41,strategy
56,44,platform
54,57,sports
76,70,adventure
56,60,platform
76,62,action
69,72,shooter
68,70,action
74,56,fighting
73,64,role-playing
71,69,puzzle
72,72,action
70,61,action
68,51,adventure
65,52,shooter
72,76,racing
72,57,shooter
70,74,role-playing
73,58,platform
73,67,adventure
66,61,action
73,66,puzzle
73,67,sports
72,52,adventure
75,59,sports
71,57,adventure
77,47,fighting
72,58,puzzle
66,78,shooter
83,81,role-playing
76,63,simulation
67,70,misc
81,74,shooter
74,75,simulation
86,84,misc
81,81,fighting
77,73,strategy
88,67,simulation
84,79,sports
79,73,sports
78,77,puzzle
78,70,shooter
75,72,sports
78,80,simulation
81,75,simulation
82,77,misc
91,66,sports
90,63,strategy
88,82,platform
77,62,platform
74,70,fighting
64,66,sports
76,65,sports
82,73,sports
62,70,simulation
76,76,strategy
64,71,sports
64,59,fighting
65,73,simulation
67,73,sports
60,38,puzzle
66,74,role-playing
83,88,adventure
53,72,misc
73,63,adventure
86,65,role-playing
71,64,fighting
75,76,adventure
75,73,puzzle
79,65,shooter
68,52,role-playing
78,88,sports
73,68,role-playing
72,67,action
60,50,misc
66,66,action
66,60,racing
64,46,misc
74,76,strategy
76,81,misc
69,72,strategy
68,75,racing
54,47,simulation
75,85,simulation
76,82,shooter
84,89,misc
84,80,strategy
80,71,misc
84,81,puzzle
72,74,action
81,67,platform
73,63,role-playing
74,71,adventure
82,73,role-playing
80,78,puzzle
77,72,action
71,63,sports
68,54,action
67,54,platform
80,57,platform
79,69,strategy
67,53,simulation
78,51,shooter
73,80,adventure
57,70,platform
66,73,misc
73,74,simulation
81,85,shooter
80,87,platform
69,68,puzzle
80,76,shooter
72,63,sports
76,72,puzzle
54,65,shooter
69,76,misc
71,68,racing
62,58,role-playing
67,57,simulation
57,83,platform
71,75,role-playing
64,47,action
76,76,fighting
51,54,shooter
68,67,platform
77,75,strategy
73,76,shooter
71,72,puzzle
69,70,misc
52,71,role-playing
68,59,puzzle
65,51,racing
43,40,simulation
58,53,adventure
79,82,shooter
77,78,action
76,79,role-playing
82,68,adventure
49,64,adventure
45,61,role-playing
75,76,shooter
75,67,action
73,74,role-playing
72,72,simulation
80,72,puzzle
79,76,fighting
77,79,fighting
35,63,fighting
74,66,fighting
73,56,action
72,59,platform
84,55,action
82,68,platform
81,73,platform
75,75,shooter
75,72,puzzle
76,76,misc
73,59,fighting
72,69,misc
59,65,fighting
73,66,role-playing
53,75,misc
76,66,shooter
76,58,sports
78,72,misc
74,76,shooter
72,76,shooter
80,80,fighting
72,70,shooter
73,73,puzzle
64,62,sports
46,50,misc
80,75,role-playing
37,79,strategy
62,75,adventure
82,81,racing
85,81,adventure
67,69,puzzle
64,75,platform
62,59,sports
54,61,misc
54,60,strategy
71,77,action
36,15,platform
64,44,fighting
62,67,strategy
77,73,puzzle
74,70,sports
73,69,adventure
80,83,racing
78,77,strategy
77,68,puzzle
77,74,misc
62,66,adventure
75,75,puzzle
74,65,puzzle
72,70,role-playing
80,70,platform
80,72,misc
73,73,sports
73,73,simulation
64,69,fighting
72,72,misc
70,66,misc
70,71,fighting
83,77,role-playing
82,79,puzzle
78,81,puzzle
76,74,shooter
74,74,puzzle
73,71,misc
71,53,fighting
71,71,adventure
78,75,platform
76,70,adventure
72,78,role-playing
72,66,adventure
69,69,action
74,69,shooter
69,46,racing
65,68,adventure
54,56,platform
71,63,role-playing
69,64,shooter
66,66,misc
59,70,shooter
67,69,fighting
66,70,fighting
56,83,action
71,65,fighting
73,77,racing
63,67,racing
72,64,strategy
72,72,sports
82,77,puzzle
56,49,role-playing
41,65,role-playing
77,64,sports
68,80,action
70,65,fighting
69,78,shooter
69,68,shooter
72,76,simulation
67,66,shooter
71,74,racing
73,72,role-playing
77,68,racing
63,56,fighting
85,86,fighting
83,87,sports
81,58,role-playing
80,54,simulation
80,51,action
79,49,sports
74,41,action
73,45,role-playing
77,78,puzzle
77,80,adventure
80,77,sports
79,82,adventure
78,76,platform
79,80,fighting
81,77,racing
77,74,sports
75,64,strategy
80,73,racing
77,85,puzzle
77,85,platform
75,82,puzzle
78,83,shooter
77,87,fighting
73,85,role-playing
81,82,shooter
80,87,adventure
80,89,misc
81,85,adventure
76,86,simulation
74,87,adventure
83,83,role-playing
81,83,adventure
80,86,puzzle
59,67,puzzle
57,69,shooter
60,46,shooter
49,51,strategy
72,73,puzzle
69,68,sports
68,63,shooter
66,74,fighting
71,68,role-playing
83,83,puzzle
77,55,racing
78,87,sports
57,55,adventure
70,72,puzzle
57,42,action
79,75,strategy
68,75,misc
71,69,shooter
62,77,puzzle
83,77,strategy
81,81,strategy
78,79,simulation
79,83,shooter
62,60,sports
77,37,simulation
58,64,platform
79,72,shooter
88,86,adventure
77,70,fighting
73,76,simulation
69,69,action
53,65,sports
72,73,racing
59,59,sports
48,40,simulation
79,72,action
79,77,action
74,75,platform
89,77,misc
81,73,sports
81,80,simulation
76,80,strategy
71,54,simulation
71,72,racing
68,78,racing
52,64,racing
73,69,shooter
71,66,shooter
68,65,simulation
71,78,role-playing
72,78,strategy
77,71,racing
61,62,action
59,62,adventure
59,78,sports
69,73,strategy
69,65,racing
68,69,simulation
65,58,racing
82,74,adventure
80,74,adventure
82,70,fighting
84,81,simulation
59,61,sports
48,33,fighting
76,70,misc
64,50,action
83,74,simulation
80,68,puzzle
74,83,fighting
86,85,strategy
83,81,sports
80,52,shooter
83,79,role-playing
70,76,action
77,60,shooter
73,59,sports
77,79,shooter
50,52,simulation
73,78,fighting
72,77,adventure
69,78,platform
75,68,strategy
81,61,misc
80,62,racing
84,60,role-playing
83,59,simulation
83,54,racing
82,44,action
82,37,misc
82,45,strategy
81,33,misc
80,23,role-playing
74,52,puzzle
73,58,racing
68,52,strategy
67,48,platform
62,36,platform
68,70,fighting
74,85,racing
69,67,action
77,61,puzzle
77,61,strategy
60,32,fighting
77,69,racing
67,63,puzzle
72,63,role-playing
69,57,simulation
69,73,shooter
61,74,platform
49,41,role-playing
70,75,puzzle
65,74,strategy
81,78,shooter
81,74,sports
62,62,racing
69,72,role-playing
79,74,simulation
71,71,action
77,78,shooter
66,64,action
74,74,simulation
71,69,puzzle
84,77,sports
81,81,action
76,76,fighting
81,85,misc
66,63,adventure
65,79,misc
60,68,action
55,61,role-playing
85,85,action
82,80,misc
78,75,adventure
78,81,action
88,89,sports
92,87,simulation
87,90,misc
90,89,racing
66,64,puzzle
57,60,action
68,71,racing
59,68,adventure
62,73,fighting
75,71,simulation
69,69,shooter
58,53,puzzle
70,75,sports
70,75,shooter
50,71,fighting
91,80,fighting
59,72,fighting
50,50,action
58,67,role-playing
81,82,puzzle
68,78,adventure
74,77,fighting
68,62,simulation
77,50,puzzle
72,45,strategy
69,52,misc
74,52,adventure
72,56,role-playing
70,54,puzzle
72,57,shooter
70,43,shooter
72,68,simulation
70,38,racing
65,62,simulation
73,60,simulation
71,61,simulation
68,64,puzzle
72,65,shooter
68,71,simulation
78,74,sports
87,87,role-playing
75,67,sports
76,67,simulation
70,58,simulation
76,87,role-playing
68,72,simulation
89,58,racing
84,79,puzzle
75,68,simulation
85,76,fighting
76,49,fighting
72,49,racing
71,49,role-playing
60,67,fighting
73,60,platform
72,68,platform
74,69,misc
59,59,simulation
76,77,shooter
76,62,adventure
74,39,puzzle
71,52,role-playing
72,72,strategy
87,77,sports
72,74,racing
73,69,action
67,30,adventure
69,74,platform
68,53,role-playing
55,54,sports
74,64,strategy
82,80,fighting
80,85,racing
79,75,shooter
77,82,shooter
85,77,misc
80,70,shooter
77,64,adventure
77,77,simulation
83,78,racing
79,80,strategy
73,74,action
71,72,puzzle
77,73,sports
84,86,fighting
80,75,sports
80,84,role-playing
60,66,platform
69,74,platform
71,70,strategy
71,66,fighting
69,71,sports
61,66,role-playing
72,66,platform
56,74,strategy
71,71,puzzle
78,74,fighting
71,74,sports
65,75,simulation
58,59,racing
79,81,action
68,63,action
57,64,fighting
67,51,shooter
70,79,role-playing
68,72,fighting
63,64,sports
76,65,racing
70,58,puzzle
69,72,fighting
83,80,racing
81,85,sports
80,76,adventure
76,55,shooter
75,63,platform
72,70,strategy
95,74,platform
93,82,racing
91,78,simulation
78,79,strategy
62,20,racing
60,14,simulation
54,12,action
61,54,shooter
68,58,fighting
81,63,puzzle
83,68,simulation
82,67,sports
80,68,misc
84,76,strategy
84,79,fighting
83,79,action
82,85,puzzle
60,68,misc
64,54,puzzle
85,89,fighting
76,77,sports
57,60,adventure
59,38,role-playing
58,34,role-playing
57,50,adventure
64,36,shooter
87,80,misc
84,79,strategy
84,80,sports
68,64,adventure
81,37,adventure
80,39,shooter
75,34,platform
71,73,puzzle
66,53,fighting
67,49,fighting
72,69,shooter
76,78,adventure
49,53,strategy
55,41,role-playing
52,35,fighting
52,36,simulation
48,43,role-playing
73,76,shooter
80,77,racing
67,77,simulation
50,50,racing
44,52,role-playing
74,71,strategy
59,67,role-playing
75,68,fighting
62,65,simulation
89,65,shooter
84,75,platform
77,45,adventure
71,41,strategy
71,36,platform
61,39,fighting
59,38,role-playing
53,41,shooter
75,61,simulation
73,42,role-playing
73,61,racing
72,53,role-playing
71,51,shooter
68,50,puzzle
72,63,sports
71,17,fighting
71,26,platform
68,37,adventure
74,48,simulation
71,71,adventure
86,73,misc
77,73,role-playing
88,67,simulation
52,60,fighting
77,77,adventure
86,85,puzzle
69,65,action
81,69,platform
80,79,fighting
79,72,role-playing
74,54,action
76,72,adventure
74,37,action
73,55,role-playing
74,52,simulation
72,57,shooter
69,56,racing
63,66,fighting
58,36,platform
76,78,fighting
75,75,shooter
83,76,fighting
80,77,sports
85,72,shooter
85,69,strategy
82,63,puzzle
85,69,role-playing
57,69,adventure
62,63,racing
53,57,action
62,64,sports
54,62,misc
73,72,action
76,73,puzzle
83,77,strategy
55,68,fighting
53,61,action
87,82,shooter
87,78,puzzle
85,84,adventure
69,83,racing
67,71,simulation
72,67,shooter
82,82,platform
79,80,role-playing
86,86,strategy
85,80,action
80,84,sports
79,81,misc
90,72,sports
90,76,simulation
88,61,platform
67,77,fighting
62,87,simulation
73,67,strategy
66,72,misc
39,50,sports
62,63,fighting
84,73,platform
83,82,misc
81,72,action
74,75,sports
74,69,adventure
72,61,action
62,59,role-playing
48,55,shooter
65,67,misc
85,78,sports
81,87,fighting
86,75,racing
83,78,action
76,55,puzzle
85,77,simulation
85,80,shooter
70,69,fighting
78,53,fighting
77,76,sports
72,73,platform
49,54,fighting
73,65,adventure
68,34,platform
66,49,platform
81,85,sports
78,68,adventure
67,73,shooter
59,81,racing
72,68,simulation
72,56,strategy
70,62,action
66,69,shooter
73,64,puzzle
73,73,simulation
64,71,strategy
68,68,action
78,84,platform
69,70,action
59,73,adventure
59,69,role-playing
51,71,shooter
63,68,platform
78,72,action
72,74,adventure
78,80,sports
67,71,role-playing
80,68,platform
61,50,simulation
85,82,strategy
84,73,action
83,69,misc
80,79,shooter
78,81,platform
76,76,strategy
42,38,sports
75,69,fighting
66,62,puzzle
65,65,puzzle
59,67,puzzle
78,69,sports
69,70,fighting
68,75,sports
70,67,simulation
67,57,misc
77,81,simulation
73,70,puzzle
64,80,strategy
59,65,misc
82,65,strategy
88,56,sports
80,81,fighting
74,74,misc
66,70,strategy
72,74,racing
74,79,action
71,74,platform
74,75,platform
72,70,action
71,59,racing
80,81,misc
80,84,sports
79,80,puzzle
77,71,sports
70,69,platform
70,72,misc
66,65,role-playing
61,56,shooter
60,58,adventure
66,62,simulation
68,83,platform
64,54,shooter
66,44,role-playing
64,48,action
60,72,role-playing
53,60,shooter
80,85,action
64,58,adventure
73,59,sports
62,63,strategy
85,71,fighting
86,57,role-playing
85,65,sports
83,69,strategy
82,62,platform
87,67,action
86,61,puzzle
90,60,action
88,64,role-playing
85,15,racing
80,17,fighting
74,44,racing
83,28,sports
82,26,fighting
76,26,sports
43,26,action
36,31,simulation
59,56,platform
53,68,platform
60,56,puzzle
59,60,puzzle
72,53,role-playing
72,60,strategy
75,69,puzzle
73,65,racing
68,63,fighting
67,72,puzzle
66,58,misc
63,67,action
59,46,role-playing
66,70,shooter
65,77,shooter
68,53,platform
62,33,platform
61,37,shooter
61,41,puzzle
79,76,simulation
78,44,misc
86,76,racing
80,62,action
76,35,action
75,58,fighting
70,33,action
81,77,puzzle
77,77,platform
74,75,action
63,65,racing
67,66,fighting
62,71,adventure
71,72,shooter
73,80,shooter
57,46,misc
85,81,puzzle
73,66,sports
72,63,role-playing
66,67,sports
71,68,fighting
68,71,fighting
74,69,action
65,58,platform
74,53,adventure
66,50,action
74,70,adventure
52,46,racing
43,30,fighting
70,78,sports
77,80,action
78,73,fighting
84,80,strategy
80,73,platform
88,79,adventure
84,67,role-playing
60,37,simulation
59,31,action
80,60,sports
78,54,sports
78,56,adventure
77,40,simulation
77,38,platform
75,35,misc
82,67,action
80,53,simulation
84,74,action
81,68,platform
49,63,puzzle
42,46,strategy
41,51,platform
81,68,misc
80,63,strategy
73,59,adventure
75,75,simulation
88,89,role-playing
84,86,sports
79,71,racing
90,91,puzzle
90,85,adventure
88,78,puzzle
87,74,strategy
85,81,fighting
46,30,strategy
67,72,sports
66,68,puzzle
66,64,racing
75,76,sports
75,65,strategy
76,63,misc
73,64,racing
67,63,shooter
66,69,shooter
69,75,fighting
66,76,shooter
72,72,strategy
77,68,strategy
68,64,puzzle
69,72,adventure
77,79,action
65,74,puzzle
88,85,action
85,66,platform
84,67,shooter
79,62,racing
76,73,action
54,30,misc
70,68,adventure
71,46,puzzle
61,29,racing
77,77,simulation
52,53,puzzle
80,75,shooter
74,67,racing
70,53,shooter
79,72,simulation
68,61,simulation
70,67,puzzle
75,71,racing
75,68,platform
74,64,role-playing
75,63,sports
71,65,action
88,76,strategy
82,63,simulation
76,77,platform
78,77,fighting
69,70,action
63,40,puzzle
86,76,misc
78,77,platform
77,75,racing
75,80,shooter
74,73,racing
71,81,role-playing
66,72,sports
66,71,role-playing
80,61,racing
79,82,strategy
69,68,misc
69,76,platform
83,87,misc
84,78,simulation
87,77,strategy
72,80,puzzle
83,82,platform
75,71,fighting
87,81,sports
69,67,strategy
78,74,fighting
92,77,simulation
87,80,fighting
87,82,shooter
89,86,strategy
69,77,strategy
80,81,simulation
76,65,action
73,67,misc
75,76,strategy
79,78,misc
78,65,racing
86,65,fighting
85,70,role-playing
82,57,simulation
83,58,fighting
58,70,sports
64,61,puzzle
75,69,platform
74,69,sports
54,49,strategy
77,64,role-playing
66,73,simulation
60,64,simulation
35,23,action
74,74,platform
76,68,adventure
42,67,misc
46,70,strategy
49,73,action
66,79,sports
68,53,adventure
68,72,adventure
65,35,adventure
57,34,sports
41,43,racing
57,68,platform
80,87,sports
74,49,fighting
74,56,fighting
71,65,racing
67,49,misc
77,62,sports
75,61,fighting
70,73,platform
66,72,simulation
72,78,simulation
66,72,strategy
63,32,platform
83,79,sports
81,56,strategy
72,65,shooter
78,80,racing
62,68,role-playing
88,86,action
88,87,puzzle
88,87,puzzle
88,77,misc
74,65,shooter
36,57,action
77,72,platform
55,62,misc
53,55,adventure
48,73,strategy
85,78,sports
86,82,strategy
89,72,simulation
92,34,role-playing
68,72,strategy
61,72,strategy
83,73,puzzle
80,83,puzzle
78,78,action
77,64,sports
76,64,strategy
68,71,action
79,75,puzzle
77,77,shooter
73,79,role-playing
81,78,action
80,65,racing
78,78,sports
83,62,fighting
81,80,misc
81,72,sports
83,83,action
77,79,simulation
51,52,role-playing
74,74,racing
64,65,adventure
91,67,strategy
91,59,adventure
90,64,sports
71,70,simulation
88,77,shooter
88,66,sports
87,75,adventure
83,61,misc
80,77,role-playing
79,76,strategy
78,73,sports
81,76,shooter
80,73,racing
79,71,puzzle
58,65,platform
78,66,role-playing
77,74,platform
77,80,platform
80,77,role-playing
86,75,puzzle
64,66,misc
74,74,misc
68,74,platform
63,53,puzzle
76,72,strategy
75,57,simulation
74,80,misc
73,67,puzzle
69,62,sports
85,85,adventure
70,77,racing
85,76,sports
48,38,strategy
61,53,action
64,74,adventure
65,66,puzzle
51,69,strategy
48,66,fighting
37,50,role-playing
34,69,strategy
72,55,platform
86,81,adventure
83,75,platform
73,73,fighting
76,84,role-playing
74,75,sports
79,37,adventure
60,51,action
71,42,adventure
65,34,fighting
77,72,puzzle
71,62,platform
77,73,simulation
63,51,puzzle
61,64,adventure
56,63,racing
56,65,misc
73,60,platform
93,85,fighting
76,45,platform
93,87,platform
72,78,racing
75,69,puzzle
83,52,sports
53,77,puzzle
67,66,adventure
64,75,platform
73,74,strategy
73,63,sports
81,83,action
81,84,action
81,85,strategy
61,71,sports
86,76,sports
73,71,platform
68,71,fighting
66,70,misc
67,72,shooter
63,77,sports
87,87,puzzle
76,78,fighting
74,65,sports
59,66,racing
89,83,simulation
88,77,strategy
86,78,strategy
85,76,racing
76,75,misc
79,74,platform
84,77,adventure
74,35,fighting
80,67,racing
82,76,shooter
78,55,racing
80,76,puzzle
62,75,role-playing
71,76,simulation
77,78,fighting
79,74,puzzle
78,78,platform
80,60,puzzle
77,75,puzzle
51,44,role-playing
53,31,shooter
50,28,racing
72,70,puzzle
72,73,shooter
84,76,puzzle
73,75,platform
82,72,misc
53,61,puzzle
85,68,platform
76,77,platform
72,70,fighting
72,62,shooter
63,63,racing
84,77,fighting
50,45,strategy
59,52,misc
62,56,strategy
84,70,action
78,71,strategy
78,77,puzzle
76,75,racing
75,75,strategy
81,77,strategy
80,78,shooter
77,77,role-playing
67,70,simulation
86,46,racing
85,50,puzzle
72,33,sports
75,75,action
63,75,racing
59,67,action
69,65,role-playing
63,68,puzzle
83,79,racing
75,76,adventure
76,81,simulation
65,65,role-playing
59,48,platform
82,88,action
76,78,action
70,74,action
54,58,racing
87,87,simulation
59,62,sports
83,87,role-playing
75,65,strategy
64,68,sports
49,52,fighting
58,62,puzzle
56,61,sports
87,84,misc
69,83,simulation
84,90,adventure
84,90,puzzle
87,86,sports
88,87,shooter
80,61,strategy
79,61,sports
75,70,adventure
76,73,role-playing
79,75,puzzle
76,71,role-playing
64,43,racing
73,69,adventure
84,75,strategy
63,28,simulation
86,74,puzzle
77,79,sports
71,73,fighting
54,56,platform
77,62,strategy
74,72,shooter
71,65,action
54,67,misc
30,48,shooter
43,60,fighting
65,56,fighting
64,69,platform
84,77,sports
82,81,misc
79,78,misc
83,71,platform
82,61,strategy
75,61,action
67,76,strategy
46,61,racing
58,77,racing
72,88,platform
80,71,shooter
75,68,strategy
71,64,misc
68,73,sports
65,75,fighting
67,65,platform
66,68,sports
73,76,puzzle
80,69,role-playing
74,44,platform
82,71,strategy
82,56,simulation
79,68,sports
87,72,misc
85,61,puzzle
76,42,sports
87,58,puzzle
85,73,shooter
69,37,sports
83,72,sports
82,64,strategy
81,70,puzzle
82,68,adventure
80,57,adventure
79,66,fighting
81,81,sports
82,81,sports
79,83,sports
83,71,racing
83,66,fighting
81,58,adventure
84,56,platform
84,71,simulation
82,61,puzzle
73,73,fighting
45,56,action
38,50,role-playing
73,69,action
78,87,action
70,74,fighting
73,76,action
80,56,puzzle
77,62,sports
76,64,adventure
71,66,sports
72,67,strategy
64,73,role-playing
77,55,misc
70,72,puzzle
57,51,role-playing
73,71,misc
65,46,action
61,69,fighting
73,70,adventure
69,72,platform
68,66,shooter
73,47,sports
75,71,action
68,79,role-playing
75,66,role-playing
80,80,racing
38,30,simulation
83,74,role-playing
81,81,simulation
73,75,role-playing
85,78,action
82,78,role-playing
44,50,misc
56,61,action
78,73,adventure
76,74,adventure
76,71,platform
68,70,sports
76,69,simulation
76,69,misc
68,59,adventure
81,72,fighting
77,71,sports
66,53,role-playing
77,73,sports
73,71,platform
82,76,action
63,74,strategy
26,15,simulation
53,60,strategy
52,53,action
80,77,action
79,73,strategy
76,61,puzzle
59,66,role-playing
73,71,simulation
67,78,action
66,64,puzzle
85,86,simulation
62,57,shooter
66,78,action
46,61,racing
46,35,shooter
75,78,platform
73,67,action
67,58,platform
56,50,strategy
77,70,puzzle
74,65,sports
66,77,fighting
59,67,racing
70,64,puzzle
70,63,platform
64,55,shooter
84,83,simulation
34,16,puzzle
38,21,strategy
57,67,role-playing
84,80,adventure
85,86,adventure
76,79,action
64,56,strategy
27,33,shooter
87,66,puzzle
72,81,misc
92,88,misc
87,84,platform
90,84,adventure
84,83,role-playing
88,84,platform
86,84,strategy
71,63,misc
80,43,simulation
69,68,strategy
54,38,strategy
39,47,misc
52,62,platform
75,77,simulation
63,67,puzzle
58,61,simulation
97,74,puzzle
97,79,simulation
73,44,misc
70,50,shooter
67,58,racing
53,70,puzzle
49,71,fighting
64,74,shooter
81,79,platform
81,74,action
76,82,adventure
62,54,action
73,78,role-playing
72,61,action
70,50,misc
48,66,sports
77,75,platform
81,69,action
32,22,fighting
65,74,fighting
65,60,racing
77,78,role-playing
75,81,role-playing
68,86,simulation
72,64,platform
72,59,strategy
77,75,shooter
45,57,action
70,77,fighting
69,76,strategy
68,79,sports
93,84,racing
90,87,racing
89,90,simulation
82,82,sports
76,80,platform
79,81,puzzle
75,73,strategy
69,74,platform
69,60,platform
63,64,action
60,66,platform
86,76,racing
86,79,fighting
83,77,fighting
75,51,action
67,59,platform
75,71,misc
71,71,puzzle
83,83,simulation
82,80,role-playing
82,84,puzzle
48,40,fighting
82,84,racing
80,75,strategy
77,70,racing
78,76,adventure
70,72,sports
75,75,role-playing
75,76,misc
74,70,adventure
65,77,role-playing
73,74,simulation
75,72,puzzle
73,71,strategy
73,71,adventure
75,67,adventure
74,77,sports
77,69,role-playing
73,71,racing
75,66,action
74,70,shooter
78,79,adventure
60,69,action
84,77,platform
85,71,action
86,73,action
76,77,role-playing
79,78,action
71,77,strategy
83,75,puzzle
70,67,fighting
89,78,misc
72,62,sports
75,72,platform
75,42,platform
89,77,adventure
89,74,puzzle
83,83,sports
76,80,racing
70,68,fighting
75,62,fighting
70,49,fighting
68,49,racing
66,67,simulation
54,50,action
67,74,adventure
69,63,racing
66,74,action
76,84,puzzle
72,76,shooter
16,12,fighting
44,37,action
72,62,simulation
79,77,action
78,76,platform
82,71,action
80,77,shooter
78,71,fighting
64,57,fighting
86,89,strategy
71,66,simulation
66,62,sports
64,60,fighting
67,70,adventure
86,80,role-playing
86,79,strategy
88,81,misc
73,77,strategy
67,67,role-playing
66,68,shooter
69,57,action
65,57,platform
51,49,strategy
82,85,action
81,77,shooter
77,81,adventure
75,71,role-playing
73,63,shooter
82,75,action
62,76,fighting
69,80,simulation
75,65,simulation
70,56,puzzle
26,23,misc
70,72,puzzle
73,70,shooter
59,44,strategy
75,72,fighting
64,67,platform
86,77,role-playing
55,74,platform
71,67,puzzle
79,65,fighting
78,64,fighting
82,66,fighting
79,75,strategy
86,82,fighting
85,85,fighting
87,82,racing
86,83,strategy
67,62,role-playing
76,72,adventure
89,79,fighting
45,56,racing
45,64,simulation
80,71,action
72,49,platform
85,79,adventure
85,78,action
85,77,simulation
81,82,role-playing
68,76,platform
61,75,puzzle
